meta__row_id,plot_order_index,meta__record_id,time_index,event_step,event_time,machine_status,episode_phase,detection_class,cascade_final_flag,stage2_score,stage2_model_decision,selected_final_alert_flag,forward_normal_like_run_length,is_broken_row
17172,17172,4736858159368436291,17172,17172,2018-04-12 22:12:00+00:00,RECOVERING,recovery,recovery_alert,1,0.6327637823627487,-0.13276378236274866,1,0,0
17173,17173,566029785064562887,17173,17173,2018-04-12 22:13:00+00:00,RECOVERING,recovery,recovery_alert,1,0.6352170599340534,-0.13521705993405342,1,0,0
17174,17174,6509300395581291986,17174,17174,2018-04-12 22:14:00+00:00,RECOVERING,recovery,recovery_alert,1,0.6298578569932938,-0.12985785699329377,1,0,0
17175,17175,12388438466426048338,17175,17175,2018-04-12 22:15:00+00:00,RECOVERING,recovery,recovery_alert,1,0.6377115018010366,-0.13771150180103664,1,0,0
17176,17176,10276256917482118888,17176,17176,2018-04-12 22:16:00+00:00,RECOVERING,recovery,recovery_alert,1,0.6369563771771435,-0.13695637717714348,1,0,0
17177,17177,6950846319895098297,17177,17177,2018-04-12 22:17:00+00:00,RECOVERING,recovery,recovery_alert,1,0.6337700543266468,-0.1337700543266468,1,0,0
17178,17178,2030514300273045390,17178,17178,2018-04-12 22:18:00+00:00,RECOVERING,recovery,recovery_alert,1,0.634258625274067,-0.13425862527406696,1,0,0
17179,17179,4878410307507881214,17179,17179,2018-04-12 22:19:00+00:00,RECOVERING,recovery,recovery_alert,1,0.6381138704074008,-0.13811387040740075,1,0,0
17180,17180,8748939472429564922,17180,17180,2018-04-12 22:20:00+00:00,RECOVERING,recovery,recovery_alert,1,0.6369019982719841,-0.13690199827198413,1,0,0
17181,17181,14996039685110361878,17181,17181,2018-04-12 22:21:00+00:00,RECOVERING,recovery,recovery_alert,1,0.6378215920821344,-0.1378215920821344,1,0,0
17182,17182,7206084458209524558,17182,17182,2018-04-12 22:22:00+00:00,RECOVERING,recovery,recovery_alert,1,0.6402002423575831,-0.1402002423575831,1,0,0
17183,17183,13435382613750051440,17183,17183,2018-04-12 22:23:00+00:00,RECOVERING,recovery,recovery_alert,1,0.6408375495864995,-0.14083754958649952,1,0,0
17184,17184,4790881740089207053,17184,17184,2018-04-12 22:24:00+00:00,RECOVERING,recovery,recovery_alert,1,0.6371753144043698,-0.1371753144043698,1,0,0
17185,17185,5594960114756786481,17185,17185,2018-04-12 22:25:00+00:00,RECOVERING,recovery,recovery_alert,1,0.6395183191312316,-0.13951831913123158,1,0,0
17186,17186,13288318740863859288,17186,17186,2018-04-12 22:26:00+00:00,RECOVERING,recovery,recovery_alert,1,0.6323926653179491,-0.13239266531794913,1,0,0
17187,17187,765852411956205598,17187,17187,2018-04-12 22:27:00+00:00,RECOVERING,recovery,recovery_alert,1,0.6242476107623289,-0.12424761076232893,1,0,0
17188,17188,13712752296133800681,17188,17188,2018-04-12 22:28:00+00:00,RECOVERING,recovery,recovery_alert,1,0.6101852507072684,-0.11018525070726837,1,0,0
17189,17189,13018197571698246656,17189,17189,2018-04-12 22:29:00+00:00,RECOVERING,recovery,recovery_alert,1,0.5997332604338859,-0.09973326043388586,1,0,0
17190,17190,17157952515859033290,17190,17190,2018-04-12 22:30:00+00:00,RECOVERING,recovery,recovery_alert,1,0.5901463896394793,-0.0901463896394793,1,0,0
17289,17289,15404401760547546394,17289,17289,2018-04-13 00:09:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5870898291389538,-0.0870898291389538,1,0,0
17290,17290,4397066756796029253,17290,17290,2018-04-13 00:10:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5898358698901126,-0.08983586989011261,1,0,0
17291,17291,16097565180797373476,17291,17291,2018-04-13 00:11:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5948460854945131,-0.09484608549451312,1,0,0
17293,17293,242526046492965688,17293,17293,2018-04-13 00:13:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5950943555394985,-0.09509435553949852,1,0,0
17294,17294,7590650467498086512,17294,17294,2018-04-13 00:14:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5956710579270166,-0.09567105792701658,1,0,0
17295,17295,9867782169849489860,17295,17295,2018-04-13 00:15:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5890096628941124,-0.08900966289411238,1,0,0
17303,17303,16956937475048882517,17303,17303,2018-04-13 00:23:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5956056651550836,-0.09560566515508362,1,0,0
17304,17304,11961920267036814432,17304,17304,2018-04-13 00:24:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5960756815230832,-0.09607568152308321,1,0,0
17305,17305,16447521567668839251,17305,17305,2018-04-13 00:25:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5916540865315308,-0.09165408653153084,1,0,0
17306,17306,9655199510017717251,17306,17306,2018-04-13 00:26:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5979556800118637,-0.09795568001186372,1,0,0
17307,17307,14071632257145453901,17307,17307,2018-04-13 00:27:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6000528963858119,-0.10005289638581194,1,0,0
17308,17308,10566146835763055778,17308,17308,2018-04-13 00:28:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5982832612527443,-0.09828326125274434,1,0,0
17309,17309,5177468890100176847,17309,17309,2018-04-13 00:29:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6025222394534246,-0.10252223945342465,1,0,0
17310,17310,10218414410416743726,17310,17310,2018-04-13 00:30:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6017463772322652,-0.1017463772322652,1,0,0
17311,17311,16253158639634769905,17311,17311,2018-04-13 00:31:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6017923860955608,-0.10179238609556085,1,0,0
17312,17312,16942205053472363727,17312,17312,2018-04-13 00:32:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6005606313894157,-0.10056063138941573,1,0,0
17313,17313,18275705428660609602,17313,17313,2018-04-13 00:33:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5967586408084883,-0.09675864080848828,1,0,0
17314,17314,3851354430702730699,17314,17314,2018-04-13 00:34:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5997549155831658,-0.09975491558316585,1,0,0
17315,17315,2038727685313133196,17315,17315,2018-04-13 00:35:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5965241514927286,-0.09652415149272864,1,0,0
17316,17316,1258160961085895404,17316,17316,2018-04-13 00:36:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6018284390837361,-0.10182843908373607,1,0,0
17317,17317,9053568328061185669,17317,17317,2018-04-13 00:37:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5988559478026516,-0.09885594780265161,1,0,0
17318,17318,17315343412263849192,17318,17318,2018-04-13 00:38:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5954747924765923,-0.0954747924765923,1,0,0
17319,17319,11344989871918727716,17319,17319,2018-04-13 00:39:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6005877385414224,-0.10058773854142244,1,0,0
17320,17320,7617237853569528221,17320,17320,2018-04-13 00:40:00+00:00,RECOVERING,stable_normal,false_positive,1,0.601685941837892,-0.10168594183789204,1,0,0
17321,17321,16962502342798905742,17321,17321,2018-04-13 00:41:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6033667984650007,-0.10336679846500074,1,0,0
17322,17322,3026418251500749238,17322,17322,2018-04-13 00:42:00+00:00,RECOVERING,stable_normal,false_positive,1,0.60612904069409,-0.10612904069409002,1,0,0
17323,17323,1816335930079840426,17323,17323,2018-04-13 00:43:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6054449669402787,-0.10544496694027872,1,0,0
17324,17324,1358717293621714761,17324,17324,2018-04-13 00:44:00+00:00,RECOVERING,stable_normal,false_positive,1,0.600266799263863,-0.10026679926386295,1,0,0
17325,17325,13481377278090824859,17325,17325,2018-04-13 00:45:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6037077020586937,-0.10370770205869373,1,0,0
17326,17326,5517729451124050452,17326,17326,2018-04-13 00:46:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5935552899407598,-0.09355528994075979,1,0,0
17327,17327,14047071446428164749,17327,17327,2018-04-13 00:47:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5981542721260552,-0.09815427212605521,1,0,0
17328,17328,3140125810147245458,17328,17328,2018-04-13 00:48:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5945949313894877,-0.09459493138948771,1,0,0
17330,17330,12540245542199444,17330,17330,2018-04-13 00:50:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5885820199401757,-0.08858201994017567,1,0,0
17332,17332,14811732847010343722,17332,17332,2018-04-13 00:52:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5929127372277269,-0.09291273722772686,1,0,0
17333,17333,17699151059439081116,17333,17333,2018-04-13 00:53:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5931558426772153,-0.09315584267721533,1,0,0
17334,17334,18375240864236651883,17334,17334,2018-04-13 00:54:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5952097028083605,-0.0952097028083605,1,0,0
17335,17335,7038299497525948422,17335,17335,2018-04-13 00:55:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5879326680051187,-0.08793266800511867,1,0,0
17336,17336,15156799051359338643,17336,17336,2018-04-13 00:56:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5920863081775763,-0.09208630817757635,1,0,0
17337,17337,3506838771953534221,17337,17337,2018-04-13 00:57:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5993502449418027,-0.09935024494180267,1,0,0
17338,17338,9757796872892445581,17338,17338,2018-04-13 00:58:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5923155850745991,-0.09231558507459914,1,0,0
17339,17339,12074827817469689978,17339,17339,2018-04-13 00:59:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5887695118023266,-0.08876951180232662,1,0,0
17340,17340,16402015398475372544,17340,17340,2018-04-13 01:00:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5896662081390783,-0.08966620813907833,1,0,0
17341,17341,9418579854143517552,17341,17341,2018-04-13 01:01:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5896662081390783,-0.08966620813907833,1,0,0
17342,17342,195814507296771889,17342,17342,2018-04-13 01:02:00+00:00,RECOVERING,stable_normal,false_positive,1,0.591436748839227,-0.09143674883922703,1,0,0
17343,17343,13069973062632075838,17343,17343,2018-04-13 01:03:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5900528860867317,-0.09005288608673168,1,0,0
17345,17345,12382460136026797194,17345,17345,2018-04-13 01:05:00+00:00,RECOVERING,stable_normal,false_positive,1,0.588579130042711,-0.08857913004271101,1,0,0
17346,17346,11475396547537851617,17346,17346,2018-04-13 01:06:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5883271787029177,-0.08832717870291773,1,0,0
17347,17347,9095587627891067833,17347,17347,2018-04-13 01:07:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5883233580941236,-0.08832335809412362,1,0,0
17348,17348,9337980521555410945,17348,17348,2018-04-13 01:08:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5895285821508154,-0.08952858215081538,1,0,0
17349,17349,2434946038947561206,17349,17349,2018-04-13 01:09:00+00:00,RECOVERING,stable_normal,false_positive,1,0.592162355029062,-0.092162355029062,1,0,0
17351,17351,13419399539801730415,17351,17351,2018-04-13 01:11:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5911914699433836,-0.09119146994338356,1,0,0
17353,17353,10206244348193242784,17353,17353,2018-04-13 01:13:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5910204322190789,-0.09102043221907885,1,0,0
17354,17354,67762443869880013,17354,17354,2018-04-13 01:14:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5964614669935123,-0.09646146699351232,1,0,0
17355,17355,11971865827477166318,17355,17355,2018-04-13 01:15:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5989022816926751,-0.09890228169267512,1,0,0
17356,17356,13382463886108608756,17356,17356,2018-04-13 01:16:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5952281306361547,-0.09522813063615465,1,0,0
17357,17357,10797158605050290409,17357,17357,2018-04-13 01:17:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6038951618202024,-0.10389516182020242,1,0,0
17358,17358,9540158368888764297,17358,17358,2018-04-13 01:18:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6027936361891657,-0.1027936361891657,1,0,0
17359,17359,8775242612372658562,17359,17359,2018-04-13 01:19:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5970189242484134,-0.09701892424841341,1,0,0
17360,17360,5554791248871672900,17360,17360,2018-04-13 01:20:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5952022290952558,-0.09520222909525577,1,0,0
17361,17361,8562388783042131971,17361,17361,2018-04-13 01:21:00+00:00,RECOVERING,stable_normal,false_positive,1,0.586815723456252,-0.08681572345625199,1,0,0
17362,17362,15610143289225409071,17362,17362,2018-04-13 01:22:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5911550971090956,-0.09115509710909564,1,0,0
17371,17371,12186219615703302021,17371,17371,2018-04-13 01:31:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5918019115882879,-0.09180191158828788,1,0,0
17372,17372,1739563120211421958,17372,17372,2018-04-13 01:32:00+00:00,RECOVERING,stable_normal,false_positive,1,0.587331596811455,-0.08733159681145497,1,0,0
17373,17373,5058341744336767601,17373,17373,2018-04-13 01:33:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5881176153804116,-0.08811761538041163,1,0,0
17374,17374,7646525809161831396,17374,17374,2018-04-13 01:34:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5889968196492643,-0.08899681964926431,1,0,0
17375,17375,15355932467060616141,17375,17375,2018-04-13 01:35:00+00:00,RECOVERING,stable_normal,false_positive,1,0.592039513165673,-0.09203951316567305,1,0,0
17377,17377,11698055164065265136,17377,17377,2018-04-13 01:37:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5951287931181182,-0.09512879311811817,1,0,0
17378,17378,14568020874036783147,17378,17378,2018-04-13 01:38:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5942342680129475,-0.09423426801294754,1,0,0
17379,17379,14645330911673535417,17379,17379,2018-04-13 01:39:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5929232588643849,-0.0929232588643849,1,0,0
17380,17380,18271535328217399971,17380,17380,2018-04-13 01:40:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6003374772266115,-0.10033747722661146,1,0,0
17381,17381,5768704327439062038,17381,17381,2018-04-13 01:41:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5982092810245385,-0.09820928102453852,1,0,0
17382,17382,11344397885640219793,17382,17382,2018-04-13 01:42:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5932520639647255,-0.09325206396472552,1,0,0
17383,17383,1076040492841501130,17383,17383,2018-04-13 01:43:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5943813181013774,-0.0943813181013774,1,0,0
17384,17384,1530008508449398034,17384,17384,2018-04-13 01:44:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5946696917062109,-0.09466969170621087,1,0,0
17386,17386,3666105665677567072,17386,17386,2018-04-13 01:46:00+00:00,RECOVERING,stable_normal,false_positive,1,0.598535957482532,-0.09853595748253197,1,0,0
17387,17387,17304640090940179656,17387,17387,2018-04-13 01:47:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6008598025802739,-0.10085980258027394,1,0,0
17388,17388,117139928150674900,17388,17388,2018-04-13 01:48:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6003068102673276,-0.10030681026732757,1,0,0
17389,17389,2111705230269137145,17389,17389,2018-04-13 01:49:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5991471781805913,-0.09914717818059127,1,0,0
17390,17390,1060599351287565788,17390,17390,2018-04-13 01:50:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5958740930977198,-0.09587409309771977,1,0,0
17391,17391,15825278997113253126,17391,17391,2018-04-13 01:51:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5924545506352644,-0.09245455063526442,1,0,0
17392,17392,10475182895456581437,17392,17392,2018-04-13 01:52:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5899545090153046,-0.08995450901530455,1,0,0
17393,17393,9949768546721675359,17393,17393,2018-04-13 01:53:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5897150396491537,-0.08971503964915373,1,0,0
17394,17394,8763847941149095870,17394,17394,2018-04-13 01:54:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5989866559492402,-0.09898665594924017,1,0,0
17395,17395,10944305517671961461,17395,17395,2018-04-13 01:55:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5955234480930319,-0.09552344809303193,1,0,0
17396,17396,9462796290970078017,17396,17396,2018-04-13 01:56:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6026265535605365,-0.10262655356053652,1,0,0
17397,17397,9596185455406930650,17397,17397,2018-04-13 01:57:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6026167901108512,-0.10261679011085123,1,0,0
17398,17398,15221520062456993034,17398,17398,2018-04-13 01:58:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6035897050321806,-0.10358970503218057,1,0,0
17399,17399,17263590188320896632,17399,17399,2018-04-13 01:59:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5953969194664485,-0.09539691946644846,1,0,0
17400,17400,16862749711002361448,17400,17400,2018-04-13 02:00:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6022039551814997,-0.10220395518149972,1,0,0
17401,17401,13652898245500061549,17401,17401,2018-04-13 02:01:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6022039551814997,-0.10220395518149972,1,0,0
17402,17402,1588817148721462895,17402,17402,2018-04-13 02:02:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6037042143084511,-0.10370421430845111,1,0,0
17403,17403,12028648942754386689,17403,17403,2018-04-13 02:03:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6040326459021844,-0.10403264590218442,1,0,0
17404,17404,14529045504084787581,17404,17404,2018-04-13 02:04:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5986700421526472,-0.09867004215264719,1,0,0
17405,17405,13669678182872208988,17405,17405,2018-04-13 02:05:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6024465665311126,-0.10244656653111262,1,0,0
17406,17406,12219876273265959255,17406,17406,2018-04-13 02:06:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5989479507143454,-0.09894795071434537,1,0,0
17407,17407,4351119874217183704,17407,17407,2018-04-13 02:07:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6016783323652791,-0.10167833236527912,1,0,0
17408,17408,10516357620554418355,17408,17408,2018-04-13 02:08:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6019572824500511,-0.10195728245005109,1,0,0
17409,17409,12430832299728798355,17409,17409,2018-04-13 02:09:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6039717613292505,-0.10397176132925046,1,0,0
17410,17410,3127254395397559683,17410,17410,2018-04-13 02:10:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6064344155335207,-0.10643441553352073,1,0,0
17411,17411,2887707702549050853,17411,17411,2018-04-13 02:11:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5981832542099765,-0.09818325420997653,1,0,0
17412,17412,40240482389563123,17412,17412,2018-04-13 02:12:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5967411155333867,-0.09674111553338671,1,0,0
17413,17413,10485695442231837687,17413,17413,2018-04-13 02:13:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5987700544886767,-0.0987700544886767,1,0,0
17414,17414,13412352879563646604,17414,17414,2018-04-13 02:14:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6064303115097607,-0.10643031150976068,1,0,0
17415,17415,9478768982060980807,17415,17415,2018-04-13 02:15:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6028434889984847,-0.10284348899848472,1,0,0
17416,17416,766247358535431432,17416,17416,2018-04-13 02:16:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6033338400574855,-0.10333384005748547,1,0,0
17417,17417,996334788349103178,17417,17417,2018-04-13 02:17:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5986456737299648,-0.0986456737299648,1,0,0
17418,17418,11912608877253870649,17418,17418,2018-04-13 02:18:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5988286916681533,-0.09882869166815333,1,0,0
17419,17419,13904388957253698367,17419,17419,2018-04-13 02:19:00+00:00,RECOVERING,stable_normal,false_positive,1,0.5962432168105896,-0.09624321681058956,1,0,0
17420,17420,6641958965543779289,17420,17420,2018-04-13 02:20:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6073344212457604,-0.10733442124576043,1,0,0
17421,17421,15171721395288997748,17421,17421,2018-04-13 02:21:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6027049635228869,-0.10270496352288694,1,0,0
17422,17422,1931419631519761620,17422,17422,2018-04-13 02:22:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6101132155879443,-0.11011321558794429,1,0,0
17423,17423,9610033586930590526,17423,17423,2018-04-13 02:23:00+00:00,RECOVERING,stable_normal,false_positive,1,0.605938347320225,-0.105938347320225,1,0,0
17424,17424,6275157906021412193,17424,17424,2018-04-13 02:24:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6063388858538179,-0.1063388858538179,1,0,0
17425,17425,4010474629484191119,17425,17425,2018-04-13 02:25:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6047005198467511,-0.1047005198467511,1,0,0
17426,17426,13370967178956479988,17426,17426,2018-04-13 02:26:00+00:00,RECOVERING,stable_normal,false_positive,1,0.603098068337346,-0.10309806833734603,1,0,0
17427,17427,13625264360761615610,17427,17427,2018-04-13 02:27:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6096658761601045,-0.10966587616010448,1,0,0
17428,17428,13853594303672488571,17428,17428,2018-04-13 02:28:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6043549821204195,-0.10435498212041949,1,0,0
17429,17429,9347849101476268135,17429,17429,2018-04-13 02:29:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6091651913501733,-0.10916519135017333,1,0,0
17430,17430,12976036909105435845,17430,17430,2018-04-13 02:30:00+00:00,RECOVERING,stable_normal,false_positive,1,0.602419044152616,-0.10241904415261605,1,0,0
17431,17431,1123512677314667015,17431,17431,2018-04-13 02:31:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6079215330277846,-0.10792153302778462,1,0,0
17432,17432,4813256668746736061,17432,17432,2018-04-13 02:32:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6055881120993272,-0.10558811209932717,1,0,0
17433,17433,6374371315276995213,17433,17433,2018-04-13 02:33:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6055881120993272,-0.10558811209932717,1,0,0
17434,17434,8608172500563307155,17434,17434,2018-04-13 02:34:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6010857513403557,-0.10108575134035569,1,0,0
17435,17435,15223696338039584596,17435,17435,2018-04-13 02:35:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6006509850875605,-0.10065098508756054,1,0,0
17436,17436,1361620588068710528,17436,17436,2018-04-13 02:36:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6055236103544207,-0.1055236103544207,1,0,0
17437,17437,10074089022007489214,17437,17437,2018-04-13 02:37:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6106294721847806,-0.11062947218478059,1,0,0
17438,17438,16234525354861168814,17438,17438,2018-04-13 02:38:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6036007103946187,-0.10360071039461871,1,0,0
17439,17439,11768558838714496296,17439,17439,2018-04-13 02:39:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6054555588821807,-0.10545555888218072,1,0,0
17440,17440,17933971829133674029,17440,17440,2018-04-13 02:40:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6083259033394405,-0.10832590333944048,1,0,0
17441,17441,15679973925585224283,17441,17441,2018-04-13 02:41:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6089020837157743,-0.10890208371577426,1,0,0
17442,17442,4747915715372599567,17442,17442,2018-04-13 02:42:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6084902482355489,-0.10849024823554887,1,0,0
17443,17443,9768462689920208989,17443,17443,2018-04-13 02:43:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6065382395356365,-0.10653823953563646,1,0,0
17444,17444,9169590229535854564,17444,17444,2018-04-13 02:44:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6086779681100457,-0.10867796811004571,1,0,0
17445,17445,1457220737736450858,17445,17445,2018-04-13 02:45:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6080808624095109,-0.10808086240951087,1,0,0
17446,17446,8462318509246530780,17446,17446,2018-04-13 02:46:00+00:00,RECOVERING,stable_normal,false_positive,1,0.601199071842401,-0.10119907184240096,1,0,0
17447,17447,13643256210564092591,17447,17447,2018-04-13 02:47:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6036921844538589,-0.10369218445385886,1,0,0
17448,17448,14200970976863465118,17448,17448,2018-04-13 02:48:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6058212146714952,-0.10582121467149519,1,0,0
17449,17449,17172828746408247676,17449,17449,2018-04-13 02:49:00+00:00,RECOVERING,stable_normal,false_positive,1,0.6079499062091619,-0.1079499062091619,1,0,0
