meta__row_id,meta__record_id,time_index,event_step,meta__asset_id,meta__run_id,machine_status,anomaly_flag,baseline_flag,baseline_score,plot_order_index,event_time
17196,5838631584225811853,17196,17196,asset__001,run__001,RECOVERING,1,1,0.5946145329584824,17196,2018-04-12 22:36:00+00:00
17197,7820349907157620103,17197,17197,asset__001,run__001,RECOVERING,1,1,0.5903097048152727,17197,2018-04-12 22:37:00+00:00
17198,8053001277893848466,17198,17198,asset__001,run__001,RECOVERING,1,1,0.586992241044616,17198,2018-04-12 22:38:00+00:00
17199,9177401178661734390,17199,17199,asset__001,run__001,RECOVERING,1,1,0.5856578461231713,17199,2018-04-12 22:39:00+00:00
17200,4703895796970294633,17200,17200,asset__001,run__001,RECOVERING,1,1,0.5804579388093805,17200,2018-04-12 22:40:00+00:00
17201,7127963080767644308,17201,17201,asset__001,run__001,RECOVERING,1,1,0.5805571021869331,17201,2018-04-12 22:41:00+00:00
17202,18245751356150946377,17202,17202,asset__001,run__001,RECOVERING,1,1,0.5785223790458389,17202,2018-04-12 22:42:00+00:00
17203,7408002252782131417,17203,17203,asset__001,run__001,RECOVERING,1,1,0.5709771258788885,17203,2018-04-12 22:43:00+00:00
17204,707037137928264501,17204,17204,asset__001,run__001,RECOVERING,1,1,0.5771324945107471,17204,2018-04-12 22:44:00+00:00
17205,15748273039708263767,17205,17205,asset__001,run__001,RECOVERING,1,1,0.573129763427957,17205,2018-04-12 22:45:00+00:00
17206,168801210876723535,17206,17206,asset__001,run__001,RECOVERING,1,1,0.5738273614996243,17206,2018-04-12 22:46:00+00:00
17207,3510467201573138566,17207,17207,asset__001,run__001,RECOVERING,1,1,0.5795868403248542,17207,2018-04-12 22:47:00+00:00
17208,15109170022578971835,17208,17208,asset__001,run__001,RECOVERING,1,1,0.5783855603893416,17208,2018-04-12 22:48:00+00:00
17209,15813698296467765260,17209,17209,asset__001,run__001,RECOVERING,1,1,0.5833153855728133,17209,2018-04-12 22:49:00+00:00
17210,260864817983762089,17210,17210,asset__001,run__001,RECOVERING,1,1,0.5782517923215312,17210,2018-04-12 22:50:00+00:00
17211,8610909214528774765,17211,17211,asset__001,run__001,RECOVERING,1,1,0.5807133361452531,17211,2018-04-12 22:51:00+00:00
17212,16088801373552780281,17212,17212,asset__001,run__001,RECOVERING,1,1,0.5797609960484283,17212,2018-04-12 22:52:00+00:00
17213,592989058328861503,17213,17213,asset__001,run__001,RECOVERING,1,1,0.5758772557487704,17213,2018-04-12 22:53:00+00:00
17214,14485604465876394901,17214,17214,asset__001,run__001,RECOVERING,1,1,0.5785423750424636,17214,2018-04-12 22:54:00+00:00
17215,9515866170063475923,17215,17215,asset__001,run__001,RECOVERING,1,1,0.5783625394314063,17215,2018-04-12 22:55:00+00:00
17216,17132948201928261746,17216,17216,asset__001,run__001,RECOVERING,1,1,0.582650676459405,17216,2018-04-12 22:56:00+00:00
17217,4495763483393388605,17217,17217,asset__001,run__001,RECOVERING,1,1,0.5813511222055661,17217,2018-04-12 22:57:00+00:00
17218,16025257502087729324,17218,17218,asset__001,run__001,RECOVERING,1,1,0.5777939429036741,17218,2018-04-12 22:58:00+00:00
17219,14287012172968598833,17219,17219,asset__001,run__001,RECOVERING,1,1,0.578634850201325,17219,2018-04-12 22:59:00+00:00
17220,13929032438877848839,17220,17220,asset__001,run__001,RECOVERING,1,1,0.5816146729266309,17220,2018-04-12 23:00:00+00:00
17221,15589720776777612832,17221,17221,asset__001,run__001,RECOVERING,1,1,0.5816146729266309,17221,2018-04-12 23:01:00+00:00
17222,9765695881060828030,17222,17222,asset__001,run__001,RECOVERING,1,1,0.5865673998839656,17222,2018-04-12 23:02:00+00:00
17223,7448254269925466625,17223,17223,asset__001,run__001,RECOVERING,1,1,0.5909693876017643,17223,2018-04-12 23:03:00+00:00
17224,13835147003455882408,17224,17224,asset__001,run__001,RECOVERING,1,1,0.5859171078354116,17224,2018-04-12 23:04:00+00:00
17225,7670113976209041407,17225,17225,asset__001,run__001,RECOVERING,1,1,0.5892498641958127,17225,2018-04-12 23:05:00+00:00
17226,1940548020831139648,17226,17226,asset__001,run__001,RECOVERING,1,1,0.583022863374189,17226,2018-04-12 23:06:00+00:00
17227,2990189185536353237,17227,17227,asset__001,run__001,RECOVERING,1,1,0.5905920360663109,17227,2018-04-12 23:07:00+00:00
17228,10102005632745038306,17228,17228,asset__001,run__001,RECOVERING,1,1,0.5958704548909116,17228,2018-04-12 23:08:00+00:00
17229,5855305995139250508,17229,17229,asset__001,run__001,RECOVERING,1,1,0.5971752780624906,17229,2018-04-12 23:09:00+00:00
17230,13836911516529493848,17230,17230,asset__001,run__001,RECOVERING,1,1,0.5952740688667633,17230,2018-04-12 23:10:00+00:00
17231,11979299845993888776,17231,17231,asset__001,run__001,RECOVERING,1,1,0.5939797020777362,17231,2018-04-12 23:11:00+00:00
17232,4461315961848639453,17232,17232,asset__001,run__001,RECOVERING,1,1,0.5918748769516722,17232,2018-04-12 23:12:00+00:00
17233,4445629583905728651,17233,17233,asset__001,run__001,RECOVERING,1,1,0.5944734063841542,17233,2018-04-12 23:13:00+00:00
17234,11255160059946957393,17234,17234,asset__001,run__001,RECOVERING,1,1,0.5908316661640128,17234,2018-04-12 23:14:00+00:00
17235,16377142206931477584,17235,17235,asset__001,run__001,RECOVERING,1,1,0.592795983832885,17235,2018-04-12 23:15:00+00:00
17236,10226576192835422928,17236,17236,asset__001,run__001,RECOVERING,1,1,0.591681032177036,17236,2018-04-12 23:16:00+00:00
17237,16095863833840764333,17237,17237,asset__001,run__001,RECOVERING,1,1,0.592165803462319,17237,2018-04-12 23:17:00+00:00
17238,10735825872054356645,17238,17238,asset__001,run__001,RECOVERING,1,1,0.596563746663016,17238,2018-04-12 23:18:00+00:00
17239,3552842480486561534,17239,17239,asset__001,run__001,RECOVERING,1,1,0.5880108475417707,17239,2018-04-12 23:19:00+00:00
17240,449992364444177114,17240,17240,asset__001,run__001,RECOVERING,1,1,0.5854705308137569,17240,2018-04-12 23:20:00+00:00
17241,17345040121541885912,17241,17241,asset__001,run__001,RECOVERING,1,1,0.591266168487491,17241,2018-04-12 23:21:00+00:00
17242,4267117948183094748,17242,17242,asset__001,run__001,RECOVERING,1,1,0.5904176196866118,17242,2018-04-12 23:22:00+00:00
17243,1261806906865553574,17243,17243,asset__001,run__001,RECOVERING,1,1,0.5892159275897777,17243,2018-04-12 23:23:00+00:00
17244,5875546896914543643,17244,17244,asset__001,run__001,RECOVERING,1,1,0.5891588690458401,17244,2018-04-12 23:24:00+00:00
17245,3167669118057484973,17245,17245,asset__001,run__001,RECOVERING,1,1,0.5868726064435145,17245,2018-04-12 23:25:00+00:00
17246,15160575438951120055,17246,17246,asset__001,run__001,RECOVERING,1,1,0.5949295497369691,17246,2018-04-12 23:26:00+00:00
17247,12068060139528575045,17247,17247,asset__001,run__001,RECOVERING,1,1,0.5889112787575158,17247,2018-04-12 23:27:00+00:00
17248,14539443470100672042,17248,17248,asset__001,run__001,RECOVERING,1,1,0.5883735014748664,17248,2018-04-12 23:28:00+00:00
17249,6872167343669937531,17249,17249,asset__001,run__001,RECOVERING,1,1,0.5901250742633266,17249,2018-04-12 23:29:00+00:00
17250,3160964561832872206,17250,17250,asset__001,run__001,RECOVERING,1,1,0.5926990998989501,17250,2018-04-12 23:30:00+00:00
17251,16002744691314250732,17251,17251,asset__001,run__001,RECOVERING,1,1,0.5908550136764283,17251,2018-04-12 23:31:00+00:00
17252,10887349029242588377,17252,17252,asset__001,run__001,RECOVERING,1,1,0.5936436460914293,17252,2018-04-12 23:32:00+00:00
17253,17897975478269643274,17253,17253,asset__001,run__001,RECOVERING,1,1,0.5917050703471816,17253,2018-04-12 23:33:00+00:00
17254,3467184643718454158,17254,17254,asset__001,run__001,RECOVERING,1,1,0.5944121100931425,17254,2018-04-12 23:34:00+00:00
17255,7411504500193206888,17255,17255,asset__001,run__001,RECOVERING,1,1,0.5915933375162067,17255,2018-04-12 23:35:00+00:00
17256,6696708904171716941,17256,17256,asset__001,run__001,RECOVERING,1,1,0.5922175509949396,17256,2018-04-12 23:36:00+00:00
17257,6215509133328856218,17257,17257,asset__001,run__001,RECOVERING,1,1,0.5917838340398702,17257,2018-04-12 23:37:00+00:00
17258,512652261656279896,17258,17258,asset__001,run__001,RECOVERING,1,1,0.589897471128081,17258,2018-04-12 23:38:00+00:00
17259,10445347556220556159,17259,17259,asset__001,run__001,RECOVERING,1,1,0.5955252172580336,17259,2018-04-12 23:39:00+00:00
17260,7617574052769665888,17260,17260,asset__001,run__001,RECOVERING,1,1,0.5993437608850599,17260,2018-04-12 23:40:00+00:00
17261,1890484548532341712,17261,17261,asset__001,run__001,RECOVERING,1,1,0.5975616516517996,17261,2018-04-12 23:41:00+00:00
17262,13467042280288714356,17262,17262,asset__001,run__001,RECOVERING,1,1,0.5976851177706775,17262,2018-04-12 23:42:00+00:00
17263,3338576838050248018,17263,17263,asset__001,run__001,RECOVERING,1,1,0.5952462756571357,17263,2018-04-12 23:43:00+00:00
17264,1742557983774396672,17264,17264,asset__001,run__001,RECOVERING,1,1,0.5919988381049569,17264,2018-04-12 23:44:00+00:00
17265,1054779472773257634,17265,17265,asset__001,run__001,RECOVERING,1,1,0.5907653077847069,17265,2018-04-12 23:45:00+00:00
17266,15343765406472862569,17266,17266,asset__001,run__001,RECOVERING,1,1,0.5923190378007648,17266,2018-04-12 23:46:00+00:00
17267,952463810585908383,17267,17267,asset__001,run__001,RECOVERING,1,1,0.5918591049205179,17267,2018-04-12 23:47:00+00:00
17268,3420159241192251033,17268,17268,asset__001,run__001,RECOVERING,1,1,0.5927060192642676,17268,2018-04-12 23:48:00+00:00
17269,13585564756717770999,17269,17269,asset__001,run__001,RECOVERING,1,1,0.5918046217719503,17269,2018-04-12 23:49:00+00:00
17270,3421924863401329435,17270,17270,asset__001,run__001,RECOVERING,1,1,0.5943955733044496,17270,2018-04-12 23:50:00+00:00
17271,951876744407325712,17271,17271,asset__001,run__001,RECOVERING,1,1,0.5970260466488532,17271,2018-04-12 23:51:00+00:00
17272,2875251646871619210,17272,17272,asset__001,run__001,RECOVERING,1,1,0.5919017427304,17272,2018-04-12 23:52:00+00:00
17273,2693525739438667684,17273,17273,asset__001,run__001,RECOVERING,1,1,0.5939563868337183,17273,2018-04-12 23:53:00+00:00
17274,3164496976584638920,17274,17274,asset__001,run__001,RECOVERING,1,1,0.5958956441356025,17274,2018-04-12 23:54:00+00:00
17275,6064860062508320238,17275,17275,asset__001,run__001,RECOVERING,1,1,0.5914533643437344,17275,2018-04-12 23:55:00+00:00
17276,2851315680422515064,17276,17276,asset__001,run__001,RECOVERING,1,1,0.590106850840859,17276,2018-04-12 23:56:00+00:00
17277,3975413839358742835,17277,17277,asset__001,run__001,RECOVERING,1,1,0.5913396490619325,17277,2018-04-12 23:57:00+00:00
17278,5736991642321408669,17278,17278,asset__001,run__001,RECOVERING,1,1,0.592215031212228,17278,2018-04-12 23:58:00+00:00
17279,4066073839145845265,17279,17279,asset__001,run__001,RECOVERING,1,1,0.5919685449885662,17279,2018-04-12 23:59:00+00:00
17280,4556923170915090299,17280,17280,asset__001,run__001,RECOVERING,1,1,0.5933409696102429,17280,2018-04-13 00:00:00+00:00
17281,16193583789465429811,17281,17281,asset__001,run__001,RECOVERING,1,1,0.5933409696102429,17281,2018-04-13 00:01:00+00:00
17282,2731540498296634394,17282,17282,asset__001,run__001,RECOVERING,1,1,0.5962372687360121,17282,2018-04-13 00:02:00+00:00
17283,13808665218544737968,17283,17283,asset__001,run__001,RECOVERING,1,1,0.5952605716332788,17283,2018-04-13 00:03:00+00:00
17284,6117790798340965558,17284,17284,asset__001,run__001,RECOVERING,1,1,0.5897876299165243,17284,2018-04-13 00:04:00+00:00
17285,7639644680918724038,17285,17285,asset__001,run__001,RECOVERING,1,1,0.5944190168072094,17285,2018-04-13 00:05:00+00:00
17286,14756371925199571690,17286,17286,asset__001,run__001,RECOVERING,1,1,0.5946143363644693,17286,2018-04-13 00:06:00+00:00
17287,7453900193644913555,17287,17287,asset__001,run__001,RECOVERING,1,1,0.5926804961319708,17287,2018-04-13 00:07:00+00:00
17288,1112730740180331145,17288,17288,asset__001,run__001,RECOVERING,1,1,0.5886178380027581,17288,2018-04-13 00:08:00+00:00
17289,15404401760547546394,17289,17289,asset__001,run__001,RECOVERING,1,1,0.5901839482505257,17289,2018-04-13 00:09:00+00:00
17290,4397066756796029253,17290,17290,asset__001,run__001,RECOVERING,1,1,0.5900150856894886,17290,2018-04-13 00:10:00+00:00
17291,16097565180797373476,17291,17291,asset__001,run__001,RECOVERING,1,1,0.5952527659765889,17291,2018-04-13 00:11:00+00:00
17292,10030984724784337162,17292,17292,asset__001,run__001,RECOVERING,1,1,0.5911948316380665,17292,2018-04-13 00:12:00+00:00
17293,242526046492965688,17293,17293,asset__001,run__001,RECOVERING,1,1,0.5947031783318902,17293,2018-04-13 00:13:00+00:00
17294,7590650467498086512,17294,17294,asset__001,run__001,RECOVERING,1,1,0.5886697003892541,17294,2018-04-13 00:14:00+00:00
17295,9867782169849489860,17295,17295,asset__001,run__001,RECOVERING,1,1,0.5884293058336928,17295,2018-04-13 00:15:00+00:00
17296,10778843454347198329,17296,17296,asset__001,run__001,RECOVERING,1,1,0.5932537377619893,17296,2018-04-13 00:16:00+00:00
17297,8755822511525900447,17297,17297,asset__001,run__001,RECOVERING,1,1,0.5898086896742893,17297,2018-04-13 00:17:00+00:00
17298,11520352819622665350,17298,17298,asset__001,run__001,RECOVERING,1,1,0.5887267617474375,17298,2018-04-13 00:18:00+00:00
17299,4355974539661079094,17299,17299,asset__001,run__001,RECOVERING,1,1,0.5969910095585408,17299,2018-04-13 00:19:00+00:00
17300,6455667134069188714,17300,17300,asset__001,run__001,RECOVERING,1,1,0.5932952804769542,17300,2018-04-13 00:20:00+00:00
17301,8507428681571662602,17301,17301,asset__001,run__001,RECOVERING,1,1,0.5939332725876505,17301,2018-04-13 00:21:00+00:00
17302,12450709609639002050,17302,17302,asset__001,run__001,RECOVERING,1,1,0.5963029570142977,17302,2018-04-13 00:22:00+00:00
17303,16956937475048882517,17303,17303,asset__001,run__001,RECOVERING,1,1,0.5913331287412119,17303,2018-04-13 00:23:00+00:00
17304,11961920267036814432,17304,17304,asset__001,run__001,RECOVERING,1,1,0.5937107661541363,17304,2018-04-13 00:24:00+00:00
17305,16447521567668839251,17305,17305,asset__001,run__001,RECOVERING,1,1,0.5923414157576846,17305,2018-04-13 00:25:00+00:00
17306,9655199510017717251,17306,17306,asset__001,run__001,RECOVERING,1,1,0.5925799408176609,17306,2018-04-13 00:26:00+00:00
17307,14071632257145453901,17307,17307,asset__001,run__001,RECOVERING,1,1,0.5951459253172953,17307,2018-04-13 00:27:00+00:00
17308,10566146835763055778,17308,17308,asset__001,run__001,RECOVERING,1,1,0.5943810663733642,17308,2018-04-13 00:28:00+00:00
17309,5177468890100176847,17309,17309,asset__001,run__001,RECOVERING,1,1,0.5921471571800598,17309,2018-04-13 00:29:00+00:00
17310,10218414410416743726,17310,17310,asset__001,run__001,RECOVERING,1,1,0.5949160053223634,17310,2018-04-13 00:30:00+00:00
17311,16253158639634769905,17311,17311,asset__001,run__001,RECOVERING,1,1,0.5933228811582449,17311,2018-04-13 00:31:00+00:00
17312,16942205053472363727,17312,17312,asset__001,run__001,RECOVERING,1,1,0.593110739351853,17312,2018-04-13 00:32:00+00:00
17313,18275705428660609602,17313,17313,asset__001,run__001,RECOVERING,1,1,0.5939749009181864,17313,2018-04-13 00:33:00+00:00
17314,3851354430702730699,17314,17314,asset__001,run__001,RECOVERING,1,1,0.5940940965712019,17314,2018-04-13 00:34:00+00:00
17315,2038727685313133196,17315,17315,asset__001,run__001,RECOVERING,1,1,0.5958303146810892,17315,2018-04-13 00:35:00+00:00
17316,1258160961085895404,17316,17316,asset__001,run__001,RECOVERING,1,1,0.595591608208629,17316,2018-04-13 00:36:00+00:00
17317,9053568328061185669,17317,17317,asset__001,run__001,RECOVERING,1,1,0.5979473297297028,17317,2018-04-13 00:37:00+00:00
17318,17315343412263849192,17318,17318,asset__001,run__001,RECOVERING,1,1,0.5941131988892456,17318,2018-04-13 00:38:00+00:00
17319,11344989871918727716,17319,17319,asset__001,run__001,RECOVERING,1,1,0.5979615728969517,17319,2018-04-13 00:39:00+00:00
17320,7617237853569528221,17320,17320,asset__001,run__001,RECOVERING,1,1,0.5928289021296858,17320,2018-04-13 00:40:00+00:00
17321,16962502342798905742,17321,17321,asset__001,run__001,RECOVERING,1,1,0.5983674364860949,17321,2018-04-13 00:41:00+00:00
17322,3026418251500749238,17322,17322,asset__001,run__001,RECOVERING,1,1,0.5947046954564462,17322,2018-04-13 00:42:00+00:00
17323,1816335930079840426,17323,17323,asset__001,run__001,RECOVERING,1,1,0.5894402831895527,17323,2018-04-13 00:43:00+00:00
17324,1358717293621714761,17324,17324,asset__001,run__001,RECOVERING,1,1,0.5928311933613922,17324,2018-04-13 00:44:00+00:00
17325,13481377278090824859,17325,17325,asset__001,run__001,RECOVERING,1,1,0.590382972049988,17325,2018-04-13 00:45:00+00:00
17326,5517729451124050452,17326,17326,asset__001,run__001,RECOVERING,1,1,0.5925631541079623,17326,2018-04-13 00:46:00+00:00
17327,14047071446428164749,17327,17327,asset__001,run__001,RECOVERING,1,1,0.5944498493545846,17327,2018-04-13 00:47:00+00:00
17328,3140125810147245458,17328,17328,asset__001,run__001,RECOVERING,1,1,0.5751799148216687,17328,2018-04-13 00:48:00+00:00
17329,9307665363119228598,17329,17329,asset__001,run__001,RECOVERING,1,1,0.578400616284583,17329,2018-04-13 00:49:00+00:00
17330,12540245542199444,17330,17330,asset__001,run__001,RECOVERING,1,1,0.5824919360949831,17330,2018-04-13 00:50:00+00:00
17331,18074674434812766169,17331,17331,asset__001,run__001,RECOVERING,1,1,0.5794266051880034,17331,2018-04-13 00:51:00+00:00
17332,14811732847010343722,17332,17332,asset__001,run__001,RECOVERING,1,1,0.5857235167577421,17332,2018-04-13 00:52:00+00:00
17333,17699151059439081116,17333,17333,asset__001,run__001,RECOVERING,1,1,0.5837778605222629,17333,2018-04-13 00:53:00+00:00
17334,18375240864236651883,17334,17334,asset__001,run__001,RECOVERING,1,1,0.5818911138520408,17334,2018-04-13 00:54:00+00:00
17335,7038299497525948422,17335,17335,asset__001,run__001,RECOVERING,1,1,0.5808700201905003,17335,2018-04-13 00:55:00+00:00
17336,15156799051359338643,17336,17336,asset__001,run__001,RECOVERING,1,1,0.5800871511277661,17336,2018-04-13 00:56:00+00:00
17337,3506838771953534221,17337,17337,asset__001,run__001,RECOVERING,1,1,0.5822166853447346,17337,2018-04-13 00:57:00+00:00
17338,9757796872892445581,17338,17338,asset__001,run__001,RECOVERING,1,1,0.5828609400827895,17338,2018-04-13 00:58:00+00:00
17339,12074827817469689978,17339,17339,asset__001,run__001,RECOVERING,1,1,0.5800149918099281,17339,2018-04-13 00:59:00+00:00
17340,16402015398475372544,17340,17340,asset__001,run__001,RECOVERING,1,1,0.5839470712238286,17340,2018-04-13 01:00:00+00:00
17341,9418579854143517552,17341,17341,asset__001,run__001,RECOVERING,1,1,0.5839470712238286,17341,2018-04-13 01:01:00+00:00
17342,195814507296771889,17342,17342,asset__001,run__001,RECOVERING,1,1,0.5828456677300242,17342,2018-04-13 01:02:00+00:00
17343,13069973062632075838,17343,17343,asset__001,run__001,RECOVERING,1,1,0.5797371628620108,17343,2018-04-13 01:03:00+00:00
17344,2648816499931994471,17344,17344,asset__001,run__001,RECOVERING,1,1,0.5851710651380492,17344,2018-04-13 01:04:00+00:00
17345,12382460136026797194,17345,17345,asset__001,run__001,RECOVERING,1,1,0.5820245440007111,17345,2018-04-13 01:05:00+00:00
17346,11475396547537851617,17346,17346,asset__001,run__001,RECOVERING,1,1,0.58229621020129,17346,2018-04-13 01:06:00+00:00
17347,9095587627891067833,17347,17347,asset__001,run__001,RECOVERING,1,1,0.5820928893734842,17347,2018-04-13 01:07:00+00:00
17348,9337980521555410945,17348,17348,asset__001,run__001,RECOVERING,1,1,0.5820539275435456,17348,2018-04-13 01:08:00+00:00
17349,2434946038947561206,17349,17349,asset__001,run__001,RECOVERING,1,1,0.5818300141437782,17349,2018-04-13 01:09:00+00:00
17350,17108615727248405075,17350,17350,asset__001,run__001,RECOVERING,1,1,0.5840440061775835,17350,2018-04-13 01:10:00+00:00
17351,13419399539801730415,17351,17351,asset__001,run__001,RECOVERING,1,1,0.5831565317559907,17351,2018-04-13 01:11:00+00:00
17352,12289785717496405600,17352,17352,asset__001,run__001,RECOVERING,1,1,0.5832147390526692,17352,2018-04-13 01:12:00+00:00
17353,10206244348193242784,17353,17353,asset__001,run__001,RECOVERING,1,1,0.5839358610818465,17353,2018-04-13 01:13:00+00:00
17354,67762443869880013,17354,17354,asset__001,run__001,RECOVERING,1,1,0.5852094907692369,17354,2018-04-13 01:14:00+00:00
17355,11971865827477166318,17355,17355,asset__001,run__001,RECOVERING,1,1,0.5819969887744338,17355,2018-04-13 01:15:00+00:00
17356,13382463886108608756,17356,17356,asset__001,run__001,RECOVERING,1,1,0.5766009848735769,17356,2018-04-13 01:16:00+00:00
17357,10797158605050290409,17357,17357,asset__001,run__001,RECOVERING,1,1,0.5808366716880397,17357,2018-04-13 01:17:00+00:00
17358,9540158368888764297,17358,17358,asset__001,run__001,RECOVERING,1,1,0.5780411600119765,17358,2018-04-13 01:18:00+00:00
17359,8775242612372658562,17359,17359,asset__001,run__001,RECOVERING,1,1,0.5755887850665373,17359,2018-04-13 01:19:00+00:00
17360,5554791248871672900,17360,17360,asset__001,run__001,RECOVERING,1,1,0.5773104231504996,17360,2018-04-13 01:20:00+00:00
17361,8562388783042131971,17361,17361,asset__001,run__001,RECOVERING,1,1,0.5792118642095516,17361,2018-04-13 01:21:00+00:00
17362,15610143289225409071,17362,17362,asset__001,run__001,RECOVERING,1,1,0.5795567000130335,17362,2018-04-13 01:22:00+00:00
17363,3377139597557621926,17363,17363,asset__001,run__001,RECOVERING,1,1,0.5783850582547683,17363,2018-04-13 01:23:00+00:00
