meta__row_id,meta__record_id,time_index,event_step,meta__asset_id,meta__run_id,machine_status,anomaly_flag,cascade_final_flag,stage2_score,stage2_model_decision,stage2_model_pred,stage1_flag,stage2_raw_flag,stage2_flag,stage3_profile_breach_count,stage3_secondary_breach_count,stage3_persistence_flag,stage3_drift_flag,stage3_rule_evidence_count,plot_order_index,event_time
17482,13848697117816655863,17482,17482,asset__001,run__001,RECOVERING,1,1,0.6085441334922822,-0.1085441334922822,-1.0,1,1,1,1,5,0,0,1,17482,2018-04-13 03:22:00+00:00
17827,7464850374359175014,17827,17827,asset__001,run__001,RECOVERING,1,1,0.60892802971024,-0.1089280297102399,-1.0,1,1,1,2,3,0,0,2,17827,2018-04-13 09:07:00+00:00
17895,253207142743038164,17895,17895,asset__001,run__001,RECOVERING,1,1,0.6115253120625587,-0.1115253120625586,-1.0,1,1,1,3,3,0,0,2,17895,2018-04-13 10:15:00+00:00
17897,3312305862604477497,17897,17897,asset__001,run__001,RECOVERING,1,1,0.617396742127256,-0.117396742127256,-1.0,1,1,1,3,4,1,0,3,17897,2018-04-13 10:17:00+00:00
17898,1493717556086939865,17898,17898,asset__001,run__001,RECOVERING,1,1,0.6116801596245629,-0.1116801596245629,-1.0,1,1,1,3,4,1,0,3,17898,2018-04-13 10:18:00+00:00
17899,12699110037557451008,17899,17899,asset__001,run__001,RECOVERING,1,1,0.616127237965995,-0.116127237965995,-1.0,1,1,1,3,4,1,0,3,17899,2018-04-13 10:19:00+00:00
17939,15761893314759803023,17939,17939,asset__001,run__001,RECOVERING,1,1,0.6134624798354279,-0.1134624798354279,-1.0,1,1,1,3,4,0,0,2,17939,2018-04-13 10:59:00+00:00
18101,828767971102457257,18101,18101,asset__001,run__001,NORMAL,0,1,0.611671794003697,-0.1116717940036969,-1.0,1,1,1,3,4,0,0,2,18101,2018-04-13 13:41:00+00:00
18227,14388572979097928954,18227,18227,asset__001,run__001,NORMAL,0,1,0.6130406548416116,-0.1130406548416116,-1.0,1,1,1,3,4,0,0,2,18227,2018-04-13 15:47:00+00:00
18251,3522982019667598299,18251,18251,asset__001,run__001,NORMAL,0,1,0.6207040748935132,-0.1207040748935132,-1.0,1,1,1,2,4,0,1,3,18251,2018-04-13 16:11:00+00:00
18252,12255592315540266967,18252,18252,asset__001,run__001,NORMAL,0,1,0.6348316266074526,-0.1348316266074526,-1.0,1,1,1,2,4,1,1,4,18252,2018-04-13 16:12:00+00:00
18253,6149546409541215273,18253,18253,asset__001,run__001,NORMAL,0,1,0.6457629344665066,-0.1457629344665065,-1.0,1,1,1,3,4,1,0,3,18253,2018-04-13 16:13:00+00:00
18254,16615275554788269338,18254,18254,asset__001,run__001,NORMAL,0,1,0.6547409888077261,-0.1547409888077261,-1.0,1,1,1,2,5,1,0,3,18254,2018-04-13 16:14:00+00:00
18255,10598092722309393939,18255,18255,asset__001,run__001,NORMAL,0,1,0.65389103639404,-0.15389103639404,-1.0,1,1,1,2,5,1,0,3,18255,2018-04-13 16:15:00+00:00
18256,211953079559464653,18256,18256,asset__001,run__001,NORMAL,0,1,0.6522906834339963,-0.1522906834339963,-1.0,1,1,1,2,5,1,0,3,18256,2018-04-13 16:16:00+00:00
18257,15976325818090888630,18257,18257,asset__001,run__001,NORMAL,0,1,0.6600442601475048,-0.1600442601475048,-1.0,1,1,1,2,5,1,0,3,18257,2018-04-13 16:17:00+00:00
18258,8154017952318701181,18258,18258,asset__001,run__001,NORMAL,0,1,0.6596173488939069,-0.1596173488939068,-1.0,1,1,1,2,5,1,0,3,18258,2018-04-13 16:18:00+00:00
18259,7323076169823906819,18259,18259,asset__001,run__001,NORMAL,0,1,0.657585680562068,-0.157585680562068,-1.0,1,1,1,2,5,1,0,3,18259,2018-04-13 16:19:00+00:00
18260,3462190022302547013,18260,18260,asset__001,run__001,NORMAL,0,1,0.6749019767580392,-0.1749019767580392,-1.0,1,1,1,2,5,1,0,3,18260,2018-04-13 16:20:00+00:00
18261,1980502187433926213,18261,18261,asset__001,run__001,NORMAL,0,1,0.6825538054922256,-0.1825538054922255,-1.0,1,1,1,2,5,1,0,3,18261,2018-04-13 16:21:00+00:00
18262,1221029032645779145,18262,18262,asset__001,run__001,NORMAL,0,1,0.6942088711490482,-0.1942088711490481,-1.0,1,1,1,3,5,1,0,3,18262,2018-04-13 16:22:00+00:00
18263,5574446775581021177,18263,18263,asset__001,run__001,NORMAL,0,1,0.6917673031151187,-0.1917673031151187,-1.0,1,1,1,2,5,1,0,3,18263,2018-04-13 16:23:00+00:00
18264,7325221041332785127,18264,18264,asset__001,run__001,NORMAL,0,1,0.6843190463136668,-0.1843190463136668,-1.0,1,1,1,2,5,1,1,4,18264,2018-04-13 16:24:00+00:00
18265,15326875191948623272,18265,18265,asset__001,run__001,NORMAL,0,1,0.6800520907343534,-0.1800520907343533,-1.0,1,1,1,2,5,1,1,4,18265,2018-04-13 16:25:00+00:00
18266,7971665904833878372,18266,18266,asset__001,run__001,NORMAL,0,1,0.6865358685331138,-0.1865358685331137,-1.0,1,1,1,3,5,1,1,4,18266,2018-04-13 16:26:00+00:00
18267,17592841131012537995,18267,18267,asset__001,run__001,NORMAL,0,1,0.6860699920048634,-0.1860699920048634,-1.0,1,1,1,3,5,1,1,4,18267,2018-04-13 16:27:00+00:00
18268,2624961503325863497,18268,18268,asset__001,run__001,NORMAL,0,1,0.6764297844222075,-0.1764297844222074,-1.0,1,1,1,2,5,1,1,4,18268,2018-04-13 16:28:00+00:00
18269,5526054901274675444,18269,18269,asset__001,run__001,NORMAL,0,1,0.6824211888318159,-0.1824211888318159,-1.0,1,1,1,2,5,1,1,4,18269,2018-04-13 16:29:00+00:00
18270,7189915902238427458,18270,18270,asset__001,run__001,NORMAL,0,1,0.6850106596143691,-0.1850106596143691,-1.0,1,1,1,2,5,1,1,4,18270,2018-04-13 16:30:00+00:00
18271,13908852571142877701,18271,18271,asset__001,run__001,NORMAL,0,1,0.6817176839258715,-0.1817176839258715,-1.0,1,1,1,1,5,1,0,2,18271,2018-04-13 16:31:00+00:00
18272,6764727575798868001,18272,18272,asset__001,run__001,NORMAL,0,1,0.6746341460961193,-0.1746341460961192,-1.0,1,1,1,1,5,1,0,2,18272,2018-04-13 16:32:00+00:00
18273,3991545765689647267,18273,18273,asset__001,run__001,NORMAL,0,1,0.6875496559794823,-0.1875496559794822,-1.0,1,1,1,2,5,1,0,3,18273,2018-04-13 16:33:00+00:00
18274,3999318648546215842,18274,18274,asset__001,run__001,NORMAL,0,1,0.6773528536959765,-0.1773528536959765,-1.0,1,1,1,1,5,1,0,2,18274,2018-04-13 16:34:00+00:00
18275,16509299043508988418,18275,18275,asset__001,run__001,NORMAL,0,1,0.6839072114917677,-0.1839072114917677,-1.0,1,1,1,1,5,1,0,2,18275,2018-04-13 16:35:00+00:00
18276,15623913162786456984,18276,18276,asset__001,run__001,NORMAL,0,1,0.6796596343968485,-0.1796596343968485,-1.0,1,1,1,1,5,1,0,2,18276,2018-04-13 16:36:00+00:00
18277,3986317883520088858,18277,18277,asset__001,run__001,NORMAL,0,1,0.6764368982161136,-0.1764368982161136,-1.0,1,1,1,1,5,1,0,2,18277,2018-04-13 16:37:00+00:00
18278,10896094780967667750,18278,18278,asset__001,run__001,NORMAL,0,1,0.6744582383194159,-0.1744582383194158,-1.0,1,1,1,1,5,1,0,2,18278,2018-04-13 16:38:00+00:00
18279,14126474898554351006,18279,18279,asset__001,run__001,NORMAL,0,1,0.6734624753181826,-0.1734624753181826,-1.0,1,1,1,1,5,1,1,3,18279,2018-04-13 16:39:00+00:00
18280,7660036018726780939,18280,18280,asset__001,run__001,NORMAL,0,1,0.6689931750428041,-0.1689931750428041,-1.0,1,1,1,1,5,1,0,2,18280,2018-04-13 16:40:00+00:00
18281,4124879070860997226,18281,18281,asset__001,run__001,NORMAL,0,1,0.6667338406487764,-0.1667338406487764,-1.0,1,1,1,1,5,1,0,2,18281,2018-04-13 16:41:00+00:00
18282,113800743156992613,18282,18282,asset__001,run__001,NORMAL,0,1,0.6675933108590635,-0.1675933108590634,-1.0,1,1,1,1,5,1,0,2,18282,2018-04-13 16:42:00+00:00
18283,266657017295832070,18283,18283,asset__001,run__001,NORMAL,0,1,0.6717372697576314,-0.1717372697576313,-1.0,1,1,1,1,5,1,0,2,18283,2018-04-13 16:43:00+00:00
18284,14252539155181039527,18284,18284,asset__001,run__001,NORMAL,0,1,0.6721919117866172,-0.1721919117866172,-1.0,1,1,1,1,5,1,0,2,18284,2018-04-13 16:44:00+00:00
18285,1461190948520297595,18285,18285,asset__001,run__001,NORMAL,0,1,0.671575611178217,-0.1715756111782169,-1.0,1,1,1,1,5,1,0,2,18285,2018-04-13 16:45:00+00:00
18286,16247289996160540968,18286,18286,asset__001,run__001,NORMAL,0,1,0.6710272216270917,-0.1710272216270917,-1.0,1,1,1,1,5,1,0,2,18286,2018-04-13 16:46:00+00:00
18287,2861256447608457337,18287,18287,asset__001,run__001,NORMAL,0,1,0.680180562341927,-0.180180562341927,-1.0,1,1,1,2,5,1,0,3,18287,2018-04-13 16:47:00+00:00
18288,1888133518911521402,18288,18288,asset__001,run__001,NORMAL,0,1,0.6716430189819368,-0.1716430189819368,-1.0,1,1,1,1,5,1,0,2,18288,2018-04-13 16:48:00+00:00
18289,9499216492161958098,18289,18289,asset__001,run__001,NORMAL,0,1,0.6794242915903244,-0.1794242915903243,-1.0,1,1,1,2,5,1,0,3,18289,2018-04-13 16:49:00+00:00
18290,5275201866167193304,18290,18290,asset__001,run__001,NORMAL,0,1,0.6673563830287467,-0.1673563830287466,-1.0,1,1,1,1,5,1,0,2,18290,2018-04-13 16:50:00+00:00
18291,9471174403650302856,18291,18291,asset__001,run__001,NORMAL,0,1,0.6813489373368562,-0.1813489373368562,-1.0,1,1,1,2,5,1,0,3,18291,2018-04-13 16:51:00+00:00
18292,10801771530220014379,18292,18292,asset__001,run__001,NORMAL,0,1,0.6749932722077258,-0.1749932722077257,-1.0,1,1,1,1,5,1,0,2,18292,2018-04-13 16:52:00+00:00
18293,16513508086556286182,18293,18293,asset__001,run__001,NORMAL,0,1,0.6729956240469149,-0.1729956240469149,-1.0,1,1,1,1,5,1,0,2,18293,2018-04-13 16:53:00+00:00
18294,17077448386997370395,18294,18294,asset__001,run__001,NORMAL,0,1,0.6748200253406315,-0.1748200253406314,-1.0,1,1,1,1,5,1,0,2,18294,2018-04-13 16:54:00+00:00
18295,2810953877976107783,18295,18295,asset__001,run__001,NORMAL,0,1,0.6707120335860542,-0.1707120335860542,-1.0,1,1,1,1,5,1,0,2,18295,2018-04-13 16:55:00+00:00
18296,465217244429652945,18296,18296,asset__001,run__001,NORMAL,0,1,0.6823558428726318,-0.1823558428726318,-1.0,1,1,1,1,5,1,0,2,18296,2018-04-13 16:56:00+00:00
18297,1616949781315021728,18297,18297,asset__001,run__001,NORMAL,0,1,0.6880150000726213,-0.1880150000726212,-1.0,1,1,1,2,5,1,0,3,18297,2018-04-13 16:57:00+00:00
18298,789944527443616258,18298,18298,asset__001,run__001,NORMAL,0,1,0.6796753256512912,-0.1796753256512911,-1.0,1,1,1,1,5,1,0,2,18298,2018-04-13 16:58:00+00:00
18299,13647139439565940820,18299,18299,asset__001,run__001,NORMAL,0,1,0.6786609939924598,-0.1786609939924598,-1.0,1,1,1,1,5,1,0,2,18299,2018-04-13 16:59:00+00:00
18300,13223473211632238329,18300,18300,asset__001,run__001,NORMAL,0,1,0.6792156221593458,-0.1792156221593458,-1.0,1,1,1,1,5,1,1,3,18300,2018-04-13 17:00:00+00:00
18301,10715770679342138335,18301,18301,asset__001,run__001,NORMAL,0,1,0.6792156221593458,-0.1792156221593458,-1.0,1,1,1,1,5,1,0,2,18301,2018-04-13 17:01:00+00:00
18302,2107309598478835019,18302,18302,asset__001,run__001,NORMAL,0,1,0.6792156221593458,-0.1792156221593458,-1.0,1,1,1,1,5,1,0,2,18302,2018-04-13 17:02:00+00:00
18303,14909284891201885221,18303,18303,asset__001,run__001,NORMAL,0,1,0.6782971477368485,-0.1782971477368484,-1.0,1,1,1,1,5,1,0,2,18303,2018-04-13 17:03:00+00:00
18304,14744309935966813739,18304,18304,asset__001,run__001,NORMAL,0,1,0.6729293577037384,-0.1729293577037384,-1.0,1,1,1,1,5,1,0,2,18304,2018-04-13 17:04:00+00:00
18305,7061488685486752269,18305,18305,asset__001,run__001,NORMAL,0,1,0.6777432695700635,-0.1777432695700634,-1.0,1,1,1,1,5,1,0,2,18305,2018-04-13 17:05:00+00:00
18306,9351394356707299491,18306,18306,asset__001,run__001,NORMAL,0,1,0.6782479410186458,-0.1782479410186458,-1.0,1,1,1,1,5,1,0,2,18306,2018-04-13 17:06:00+00:00
18307,9830152679080127903,18307,18307,asset__001,run__001,NORMAL,0,1,0.6789244708651184,-0.1789244708651184,-1.0,1,1,1,1,5,1,0,2,18307,2018-04-13 17:07:00+00:00
18308,1270877099096432405,18308,18308,asset__001,run__001,NORMAL,0,1,0.6744586185034923,-0.1744586185034923,-1.0,1,1,1,1,5,1,1,3,18308,2018-04-13 17:08:00+00:00
18309,9218985590182292089,18309,18309,asset__001,run__001,NORMAL,0,1,0.6423939091354047,-0.1423939091354047,-1.0,1,1,1,1,4,1,1,3,18309,2018-04-13 17:09:00+00:00
18310,8645467177497113025,18310,18310,asset__001,run__001,NORMAL,0,1,0.6646069068864375,-0.1646069068864375,-1.0,1,1,1,1,5,1,1,3,18310,2018-04-13 17:10:00+00:00
18311,8988062468373229793,18311,18311,asset__001,run__001,NORMAL,0,1,0.6644555459411207,-0.1644555459411206,-1.0,1,1,1,1,5,1,1,3,18311,2018-04-13 17:11:00+00:00
18312,3660520311341731708,18312,18312,asset__001,run__001,NORMAL,0,1,0.6595398484366105,-0.1595398484366105,-1.0,1,1,1,1,5,1,1,3,18312,2018-04-13 17:12:00+00:00
18313,13637902470323147633,18313,18313,asset__001,run__001,NORMAL,0,1,0.6411253378463357,-0.1411253378463357,-1.0,1,1,1,1,5,1,1,3,18313,2018-04-13 17:13:00+00:00
18314,4427838591721145,18314,18314,asset__001,run__001,NORMAL,0,1,0.6462105353206589,-0.1462105353206588,-1.0,1,1,1,1,5,1,1,3,18314,2018-04-13 17:14:00+00:00
18315,3888596652544688443,18315,18315,asset__001,run__001,NORMAL,0,1,0.6389315448796522,-0.1389315448796522,-1.0,1,1,1,1,5,1,0,2,18315,2018-04-13 17:15:00+00:00
18316,1049035720188800644,18316,18316,asset__001,run__001,NORMAL,0,1,0.6446766677649541,-0.1446766677649541,-1.0,1,1,1,1,5,1,0,2,18316,2018-04-13 17:16:00+00:00
18317,575991203381749534,18317,18317,asset__001,run__001,NORMAL,0,1,0.6394537045950908,-0.1394537045950907,-1.0,1,1,1,1,5,1,1,3,18317,2018-04-13 17:17:00+00:00
18318,1042579754328779145,18318,18318,asset__001,run__001,NORMAL,0,1,0.6359917068029747,-0.1359917068029746,-1.0,1,1,1,1,5,1,1,3,18318,2018-04-13 17:18:00+00:00
18319,2894154228833114541,18319,18319,asset__001,run__001,NORMAL,0,1,0.6429530064687049,-0.1429530064687049,-1.0,1,1,1,1,5,1,1,3,18319,2018-04-13 17:19:00+00:00
18320,6634374317765479629,18320,18320,asset__001,run__001,NORMAL,0,1,0.6386359832093544,-0.1386359832093544,-1.0,1,1,1,1,5,1,0,2,18320,2018-04-13 17:20:00+00:00
18321,1494533787942050087,18321,18321,asset__001,run__001,NORMAL,0,1,0.6271356655131054,-0.1271356655131054,-1.0,1,1,1,1,5,1,0,2,18321,2018-04-13 17:21:00+00:00
18322,13401027704931021581,18322,18322,asset__001,run__001,NORMAL,0,1,0.6119195297129216,-0.1119195297129216,-1.0,1,1,1,1,5,1,0,2,18322,2018-04-13 17:22:00+00:00
19044,15166831314190091066,19044,19044,asset__001,run__001,NORMAL,0,1,0.6114648081669658,-0.1114648081669658,-1.0,1,1,1,1,4,0,0,1,19044,2018-04-14 05:24:00+00:00
19045,12169955458454777955,19045,19045,asset__001,run__001,NORMAL,0,1,0.6199558153939627,-0.1199558153939627,-1.0,1,1,1,1,4,1,0,2,19045,2018-04-14 05:25:00+00:00
19046,15572817554973055553,19046,19046,asset__001,run__001,NORMAL,0,1,0.6233205422569613,-0.1233205422569613,-1.0,1,1,1,1,4,1,0,2,19046,2018-04-14 05:26:00+00:00
19047,9422916321456484088,19047,19047,asset__001,run__001,NORMAL,0,1,0.6223976005226334,-0.1223976005226333,-1.0,1,1,1,2,4,1,0,3,19047,2018-04-14 05:27:00+00:00
24578,3886112145625639807,24578,24578,asset__001,run__001,RECOVERING,1,1,0.6254977689958947,-0.1254977689958947,-1.0,1,1,1,1,6,0,1,2,24578,2018-04-18 01:38:00+00:00
24579,15408066761232552827,24579,24579,asset__001,run__001,RECOVERING,1,1,0.6446304878650154,-0.1446304878650154,-1.0,1,1,1,1,6,1,1,3,24579,2018-04-18 01:39:00+00:00
24580,2648538412866824994,24580,24580,asset__001,run__001,RECOVERING,1,1,0.6465588734126394,-0.1465588734126394,-1.0,1,1,1,1,6,1,1,3,24580,2018-04-18 01:40:00+00:00
24581,3048078022084566789,24581,24581,asset__001,run__001,RECOVERING,1,1,0.6545461692700135,-0.1545461692700135,-1.0,1,1,1,1,6,1,1,3,24581,2018-04-18 01:41:00+00:00
24582,14558260209396046629,24582,24582,asset__001,run__001,RECOVERING,1,1,0.6530681254557917,-0.1530681254557917,-1.0,1,1,1,1,6,1,1,3,24582,2018-04-18 01:42:00+00:00
24583,7571963644231707312,24583,24583,asset__001,run__001,RECOVERING,1,1,0.6579860033892737,-0.1579860033892737,-1.0,1,1,1,1,6,1,0,2,24583,2018-04-18 01:43:00+00:00
24584,17551800193054982738,24584,24584,asset__001,run__001,RECOVERING,1,1,0.6565072481622426,-0.1565072481622426,-1.0,1,1,1,1,6,1,0,2,24584,2018-04-18 01:44:00+00:00
24585,21643164063211827,24585,24585,asset__001,run__001,RECOVERING,1,1,0.673307659492812,-0.173307659492812,-1.0,1,1,1,1,6,1,0,2,24585,2018-04-18 01:45:00+00:00
24586,8300589367409386217,24586,24586,asset__001,run__001,RECOVERING,1,1,0.6709242853048553,-0.1709242853048552,-1.0,1,1,1,1,6,1,0,2,24586,2018-04-18 01:46:00+00:00
24587,7939226261003917980,24587,24587,asset__001,run__001,RECOVERING,1,1,0.6616303306710937,-0.1616303306710936,-1.0,1,1,1,1,6,1,0,2,24587,2018-04-18 01:47:00+00:00
24588,17570109600940399820,24588,24588,asset__001,run__001,RECOVERING,1,1,0.6599800128911346,-0.1599800128911346,-1.0,1,1,1,1,6,1,0,2,24588,2018-04-18 01:48:00+00:00
24589,13185791001610219759,24589,24589,asset__001,run__001,RECOVERING,1,1,0.6605752503419887,-0.1605752503419887,-1.0,1,1,1,1,6,1,0,2,24589,2018-04-18 01:49:00+00:00
24590,18036664278678045628,24590,24590,asset__001,run__001,RECOVERING,1,1,0.6610469889525709,-0.1610469889525708,-1.0,1,1,1,1,6,1,0,2,24590,2018-04-18 01:50:00+00:00
24591,16059761043296482301,24591,24591,asset__001,run__001,RECOVERING,1,1,0.6570891559796121,-0.1570891559796121,-1.0,1,1,1,1,6,1,0,2,24591,2018-04-18 01:51:00+00:00
24592,8120244835831625123,24592,24592,asset__001,run__001,RECOVERING,1,1,0.660035793707614,-0.160035793707614,-1.0,1,1,1,1,6,1,0,2,24592,2018-04-18 01:52:00+00:00
24593,5331769808730234256,24593,24593,asset__001,run__001,RECOVERING,1,1,0.6484719646642408,-0.1484719646642408,-1.0,1,1,1,1,6,1,0,2,24593,2018-04-18 01:53:00+00:00
24594,15160366656768122504,24594,24594,asset__001,run__001,RECOVERING,1,1,0.6471606163864644,-0.1471606163864643,-1.0,1,1,1,1,6,1,0,2,24594,2018-04-18 01:54:00+00:00
24595,15089951898261621979,24595,24595,asset__001,run__001,RECOVERING,1,1,0.6635514468686439,-0.1635514468686438,-1.0,1,1,1,1,6,1,0,2,24595,2018-04-18 01:55:00+00:00
24596,15007372325659229037,24596,24596,asset__001,run__001,RECOVERING,1,1,0.6627719092250035,-0.1627719092250035,-1.0,1,1,1,2,6,1,0,3,24596,2018-04-18 01:56:00+00:00
24597,710091757928068282,24597,24597,asset__001,run__001,RECOVERING,1,1,0.6686651269263817,-0.1686651269263817,-1.0,1,1,1,2,6,1,1,4,24597,2018-04-18 01:57:00+00:00
24598,2402484363816710776,24598,24598,asset__001,run__001,RECOVERING,1,1,0.663430465202886,-0.1634304652028859,-1.0,1,1,1,1,6,1,1,3,24598,2018-04-18 01:58:00+00:00
24599,543663300723259334,24599,24599,asset__001,run__001,RECOVERING,1,1,0.6741976160655052,-0.1741976160655052,-1.0,1,1,1,1,6,1,1,3,24599,2018-04-18 01:59:00+00:00
24600,15623140009301600918,24600,24600,asset__001,run__001,RECOVERING,1,1,0.6688648877079181,-0.168864887707918,-1.0,1,1,1,1,6,1,1,3,24600,2018-04-18 02:00:00+00:00
24601,7167102611653737877,24601,24601,asset__001,run__001,RECOVERING,1,1,0.6688648877079181,-0.168864887707918,-1.0,1,1,1,1,6,1,1,3,24601,2018-04-18 02:01:00+00:00
24602,6095396143728305986,24602,24602,asset__001,run__001,RECOVERING,1,1,0.6719755625476559,-0.1719755625476559,-1.0,1,1,1,1,6,1,0,2,24602,2018-04-18 02:02:00+00:00
24603,8815228465986575593,24603,24603,asset__001,run__001,RECOVERING,1,1,0.6664331209205766,-0.1664331209205766,-1.0,1,1,1,1,6,1,0,2,24603,2018-04-18 02:03:00+00:00
24604,5296191648122058189,24604,24604,asset__001,run__001,RECOVERING,1,1,0.6723706396238491,-0.1723706396238491,-1.0,1,1,1,1,6,1,0,2,24604,2018-04-18 02:04:00+00:00
24605,12024947543976328177,24605,24605,asset__001,run__001,RECOVERING,1,1,0.6722818857065148,-0.1722818857065148,-1.0,1,1,1,1,6,1,0,2,24605,2018-04-18 02:05:00+00:00
24606,6577210287129494546,24606,24606,asset__001,run__001,RECOVERING,1,1,0.6670832582243175,-0.1670832582243174,-1.0,1,1,1,1,6,1,1,3,24606,2018-04-18 02:06:00+00:00
24607,76073084013802255,24607,24607,asset__001,run__001,RECOVERING,1,1,0.6752612006827627,-0.1752612006827627,-1.0,1,1,1,1,6,1,1,3,24607,2018-04-18 02:07:00+00:00
24608,8547456706557567806,24608,24608,asset__001,run__001,RECOVERING,1,1,0.6776101098069177,-0.1776101098069177,-1.0,1,1,1,1,6,1,1,3,24608,2018-04-18 02:08:00+00:00
24609,2952617785399534709,24609,24609,asset__001,run__001,RECOVERING,1,1,0.6728051507262361,-0.1728051507262361,-1.0,1,1,1,1,6,1,1,3,24609,2018-04-18 02:09:00+00:00
24610,5285849764713167129,24610,24610,asset__001,run__001,RECOVERING,1,1,0.678386704294446,-0.178386704294446,-1.0,1,1,1,1,6,1,1,3,24610,2018-04-18 02:10:00+00:00
24611,5895509901249229211,24611,24611,asset__001,run__001,RECOVERING,1,1,0.6861784627156311,-0.1861784627156311,-1.0,1,1,1,1,6,1,1,3,24611,2018-04-18 02:11:00+00:00
24612,13343483255954557098,24612,24612,asset__001,run__001,RECOVERING,1,1,0.6819114131156141,-0.1819114131156141,-1.0,1,1,1,1,6,1,1,3,24612,2018-04-18 02:12:00+00:00
24613,3950055936259574844,24613,24613,asset__001,run__001,RECOVERING,1,1,0.6788075006280915,-0.1788075006280914,-1.0,1,1,1,1,6,1,0,2,24613,2018-04-18 02:13:00+00:00
